session_id,baseline_error,adaptive_error,backend
session_13_0_ibm_kyoto,0.00019529365998265533,0.0001,ibm_kyoto
session_13_0_ibm_osaka,0.0001896905378473582,0.00010705202540392045,ibm_osaka
session_13_1_ibm_brisbane,0.0002505109461882715,0.00014878810295705433,ibm_brisbane
session_13_1_ibm_kyoto,0.00013513798452330537,0.00010181841782962723,ibm_kyoto
session_13_1_ibm_osaka,0.0004003128995149009,0.0001155590120996359,ibm_osaka
session_13_2_ibm_brisbane,0.0003450531718340789,0.00014571931291905717,ibm_brisbane
session_13_2_ibm_kyoto,0.00021114415082875814,0.00012040649193296006,ibm_kyoto
session_13_2_ibm_osaka,0.0003431691608653824,0.00011468780492998757,ibm_osaka
session_13_3_ibm_brisbane,0.0003887244984266928,0.00014494013582119078,ibm_brisbane
session_13_3_ibm_kyoto,0.0002602986144506751,0.00012413917909030495,ibm_kyoto
session_13_3_ibm_osaka,0.00047312613684486246,0.0001721914053067216,ibm_osaka
session_13_4_ibm_brisbane,0.0004407940730987881,0.00012441790587692248,ibm_brisbane
session_13_4_ibm_kyoto,0.0002637438558119378,0.00011930614681922583,ibm_kyoto
session_13_4_ibm_osaka,0.0005338233570206803,0.0001426288037692258,ibm_osaka
session_13_5_ibm_brisbane,0.0003658173290407944,0.00015187515310953315,ibm_brisbane
session_13_5_ibm_kyoto,0.00022636480170864224,0.00012222717593382015,ibm_kyoto
session_13_5_ibm_osaka,0.0005338503598305028,0.00015766394261523486,ibm_osaka
session_1_0_ibm_brisbane,0.00026131459049504036,0.00011473507772040875,ibm_brisbane
session_1_0_ibm_kyoto,0.00023831342093732114,0.0001,ibm_kyoto
session_1_0_ibm_osaka,0.00023355428544294095,0.00010468926686288476,ibm_osaka
session_1_1_ibm_brisbane,0.00036445720073994105,0.00011553911057005377,ibm_brisbane
session_1_1_ibm_kyoto,0.0002032087059187181,0.00011515299742883267,ibm_kyoto
session_1_1_ibm_osaka,0.00021776953790043918,0.00013709420080391447,ibm_osaka
session_1_2_ibm_brisbane,0.0003729307228461901,0.00013342352031808397,ibm_brisbane
session_1_2_ibm_kyoto,0.0003128922215609575,0.00012459794526313973,ibm_kyoto
session_1_2_ibm_osaka,0.0002636266594135432,0.0001234139347847871,ibm_osaka
session_1_3_ibm_brisbane,0.00036198194013989447,0.0001778867495726091,ibm_brisbane
session_1_3_ibm_kyoto,0.00031911360899860403,0.0001,ibm_kyoto
session_1_3_ibm_osaka,0.00039837893464495406,0.000135647724895091,ibm_osaka
session_1_4_ibm_brisbane,0.0004635258773366474,0.00014202800687087983,ibm_brisbane
session_1_4_ibm_kyoto,0.00024028751592482903,0.00012681413721392628,ibm_kyoto
session_1_4_ibm_osaka,0.0003946489575269536,0.00013644104898857733,ibm_osaka
session_1_5_ibm_brisbane,0.0004749927440091058,0.00014840288860541427,ibm_brisbane
session_1_5_ibm_kyoto,0.00027782369749698173,0.00010107823790566131,ibm_kyoto
session_1_5_ibm_osaka,0.0004490534879137347,0.000168651253734478,ibm_osaka
session_2_0_ibm_brisbane,0.0003321783365945181,0.00010038641935187728,ibm_brisbane
session_2_0_ibm_kyoto,0.000239808833157508,0.00010449556816892432,ibm_kyoto
session_2_0_ibm_osaka,0.00027303874625616875,0.0001,ibm_osaka
session_2_1_ibm_brisbane,0.0002528250120588835,0.00010539759501211107,ibm_brisbane
session_2_1_ibm_kyoto,0.0002783664973631726,0.00010394288802228562,ibm_kyoto
session_2_1_ibm_osaka,0.0003148486632396548,0.00010884013736761932,ibm_osaka
session_2_2_ibm_brisbane,0.00024801017113228397,0.00015581755176284837,ibm_brisbane
session_2_2_ibm_kyoto,0.00022777735897657183,0.00010248923089295665,ibm_kyoto
session_2_2_ibm_osaka,0.00035288751083870735,0.00014024002572565164,ibm_osaka
session_2_3_ibm_brisbane,0.0005274765843921921,0.0001526464181014686,ibm_brisbane
session_2_3_ibm_kyoto,0.00034630362646613137,0.0001257391729991702,ibm_kyoto
session_2_3_ibm_osaka,0.0004430249865844577,0.00018586513508298658,ibm_osaka
session_2_4_ibm_brisbane,0.0003858467781385912,0.00015802256094402112,ibm_brisbane
session_2_4_ibm_kyoto,0.0003285650871029322,0.0001314070487245786,ibm_kyoto
session_2_4_ibm_osaka,0.0004122791242532556,0.0001777704942822128,ibm_osaka
session_2_5_ibm_brisbane,0.00038374101899280423,0.00011859848908543028,ibm_brisbane
session_2_5_ibm_kyoto,0.000254390887096043,0.00013385950996581733,ibm_kyoto
session_2_5_ibm_osaka,0.0002916435197465325,0.00015841260735879122,ibm_osaka
session_3_0_ibm_brisbane,0.0002519436969931214,0.00011347207831446171,ibm_brisbane
session_3_0_ibm_kyoto,0.00016825580365973435,0.0001,ibm_kyoto
session_3_0_ibm_osaka,0.0002198015402324146,0.00010029377279301454,ibm_osaka
session_3_1_ibm_brisbane,0.00033538940318322597,0.000131657409688898,ibm_brisbane
session_3_1_ibm_kyoto,0.00025993527072750474,0.00010091870801390967,ibm_kyoto
session_3_1_ibm_osaka,0.00029866221408370746,0.00011894781436960947,ibm_osaka
session_3_2_ibm_brisbane,0.0004181466123588886,0.00014393467968503768,ibm_brisbane
session_3_2_ibm_kyoto,0.00021091423275917219,0.0001216273428230567,ibm_kyoto
session_3_2_ibm_osaka,0.00048206810488758033,0.0001368405158629212,ibm_osaka
session_3_3_ibm_brisbane,0.0003170304610422481,0.00016259632723008348,ibm_brisbane
session_3_3_ibm_kyoto,0.0003125486335055265,0.00010352713083835165,ibm_kyoto
session_3_3_ibm_osaka,0.0004742825486402696,0.00015891746254813481,ibm_osaka
session_3_4_ibm_brisbane,0.0003401158410944594,0.0001453719818148133,ibm_brisbane
session_3_4_ibm_kyoto,0.00036208781963033824,0.0001315877671220752,ibm_kyoto
session_3_4_ibm_osaka,0.0004191367642887754,0.0001791083605952275,ibm_osaka
session_3_5_ibm_brisbane,0.0008118156767242011,0.00018494714421928352,ibm_brisbane
session_3_5_ibm_kyoto,0.00028426382816159484,0.00012833761295865718,ibm_kyoto
session_3_5_ibm_osaka,0.00047680263052724345,0.00014799577750298817,ibm_osaka
session_4_0_ibm_brisbane,0.0003079354200521927,0.00011066287164118873,ibm_brisbane
session_4_0_ibm_kyoto,0.00019775517910370442,0.0001,ibm_kyoto
session_4_0_ibm_osaka,0.0002240848158577769,0.0001,ibm_osaka
session_4_1_ibm_brisbane,0.00025459858129289574,0.00011944283408853245,ibm_brisbane
session_4_1_ibm_kyoto,0.00021609234689428294,0.00011399006311331061,ibm_kyoto
session_4_1_ibm_osaka,0.00034280997927286865,0.00011828199929660568,ibm_osaka
session_4_2_ibm_brisbane,0.00032794433293482683,0.0001441025875969702,ibm_brisbane
session_4_2_ibm_kyoto,0.00018814792816312494,0.00012463919009111623,ibm_kyoto
session_4_2_ibm_osaka,0.00022586364262609373,0.00011869721439955207,ibm_osaka
session_4_3_ibm_brisbane,0.0004859377499556133,0.00014163974165060233,ibm_brisbane
session_4_3_ibm_kyoto,0.0003174475235581342,0.00010989260973403615,ibm_kyoto
session_4_3_ibm_osaka,0.0004485817513069623,0.000130755095438217,ibm_osaka
session_4_4_ibm_brisbane,0.0005618370165089145,0.00017279528089940994,ibm_brisbane
session_4_4_ibm_kyoto,0.0003147593464490265,0.00014308310754712261,ibm_kyoto
session_4_4_ibm_osaka,0.00038136091795479477,0.0001477209326628999,ibm_osaka
session_4_5_ibm_brisbane,0.0003866188254279803,0.00014973093775275464,ibm_brisbane
session_4_5_ibm_kyoto,0.0003377359387234956,0.00014815631858286808,ibm_kyoto
session_4_5_ibm_osaka,0.00047889478122536776,0.0001688786724616049,ibm_osaka
session_5_0_ibm_brisbane,0.0002446938349466897,0.0001197947320522256,ibm_brisbane
session_5_0_ibm_kyoto,0.00022934097196927665,0.00010056189547472913,ibm_kyoto
session_5_0_ibm_osaka,0.00028550195725237894,0.00010444493278416462,ibm_osaka
session_5_1_ibm_brisbane,0.00032229873117699525,0.00011785421344336971,ibm_brisbane
session_5_1_ibm_kyoto,0.00025704867637376625,0.00011371099031845713,ibm_kyoto
session_5_1_ibm_osaka,0.00026863865644272746,0.00012225944317941257,ibm_osaka
session_5_2_ibm_brisbane,0.0004149396555852759,0.00016438701672649538,ibm_brisbane
session_5_2_ibm_kyoto,0.00022668604274477647,0.00011241727853219438,ibm_kyoto
session_5_2_ibm_osaka,0.00022880968298186446,0.000114340056464794,ibm_osaka
session_5_3_ibm_brisbane,0.00032705763764372873,0.00015956032243243782,ibm_brisbane
session_5_3_ibm_kyoto,0.00035264149165369015,0.00012245483337086895,ibm_kyoto
session_5_3_ibm_osaka,0.0004058602109400932,0.00021706313134267524,ibm_osaka
session_5_4_ibm_brisbane,0.00047686229733732505,0.00017399026858380616,ibm_brisbane
session_5_4_ibm_kyoto,0.0003130554927986744,0.0001267680190231135,ibm_kyoto
session_5_4_ibm_osaka,0.00037601780414684306,0.0001596249975431464,ibm_osaka
session_5_5_ibm_brisbane,0.0005001444227024396,0.00018963505808253448,ibm_brisbane
session_5_5_ibm_kyoto,0.00034651722830059866,0.00011548157283625377,ibm_kyoto
session_5_5_ibm_osaka,0.0006378649064290224,0.00015293069106305903,ibm_osaka
session_6_0_ibm_brisbane,0.0002895082305105081,0.0001,ibm_brisbane
session_6_0_ibm_kyoto,0.0002379401872190186,0.00010856578667013321,ibm_kyoto
session_6_0_ibm_osaka,0.0002931772411024181,0.00011551643753776395,ibm_osaka
session_6_1_ibm_brisbane,0.00032219068885336625,0.00012535198776384318,ibm_brisbane
session_6_1_ibm_kyoto,0.0002475602086496077,0.00010116394558406518,ibm_kyoto
session_6_1_ibm_osaka,0.00027570649699409314,0.00010839533140270996,ibm_osaka
session_6_2_ibm_brisbane,0.00028765998363386897,0.00013399699657327762,ibm_brisbane
session_6_2_ibm_kyoto,0.00021197526925753845,0.00012685663763980395,ibm_kyoto
session_6_2_ibm_osaka,0.00029835979912001543,0.0001,ibm_osaka
session_6_3_ibm_brisbane,0.00040356227903405253,0.00015458165652585383,ibm_brisbane
session_6_3_ibm_kyoto,0.0003316296258397125,0.00012117261287126933,ibm_kyoto
session_6_3_ibm_osaka,0.0003581933095660897,0.0001506619016495084,ibm_osaka
session_6_4_ibm_brisbane,0.0006500056678068652,0.00018079984048050666,ibm_brisbane
session_6_4_ibm_kyoto,0.0002663725270781766,0.00013928071022370497,ibm_kyoto
session_6_4_ibm_osaka,0.0004290825052429079,0.0001232226328628032,ibm_osaka
session_6_5_ibm_brisbane,0.0005382482889289846,0.00017938171747383427,ibm_brisbane
session_6_5_ibm_kyoto,0.0004052079055323577,0.00016437127179768548,ibm_kyoto
session_6_5_ibm_osaka,0.000468144337324087,0.00017799517006478172,ibm_osaka
session_7_0_ibm_brisbane,0.0002789266334363074,0.0001039354412267217,ibm_brisbane
session_7_0_ibm_kyoto,0.0002107704318328754,0.00010602436794144367,ibm_kyoto
session_7_0_ibm_osaka,0.00021914502355764058,0.0001,ibm_osaka
session_7_1_ibm_brisbane,0.0003218462177480593,0.00013568821979858118,ibm_brisbane
session_7_1_ibm_kyoto,0.00018488380415564038,0.0001,ibm_kyoto
session_7_1_ibm_osaka,0.0002712712462218649,0.00012086402985362959,ibm_osaka
session_7_2_ibm_brisbane,0.0002679201201166674,0.00013309778580096097,ibm_brisbane
session_7_2_ibm_kyoto,0.00022957595872801853,0.0001321712944168605,ibm_kyoto
session_7_2_ibm_osaka,0.0002782155645493289,0.00013149917120856098,ibm_osaka
session_7_3_ibm_brisbane,0.00036255101139110336,0.0001697913578911157,ibm_brisbane
session_7_3_ibm_kyoto,0.00030621673469027243,0.0001275759318818592,ibm_kyoto
session_7_3_ibm_osaka,0.00044008136395333203,0.00014938232448018435,ibm_osaka
session_7_4_ibm_brisbane,0.0005507031701553287,0.00011859506303468633,ibm_brisbane
session_7_4_ibm_kyoto,0.0005138460665666985,0.00011465561455079627,ibm_kyoto
session_7_4_ibm_osaka,0.0005205519080770921,0.00013495675923907535,ibm_osaka
session_7_5_ibm_brisbane,0.0003558862192281427,0.00016447923011652776,ibm_brisbane
session_7_5_ibm_kyoto,0.0003655529485790136,0.00011551641886025644,ibm_kyoto
session_7_5_ibm_osaka,0.0004554358523941613,0.0001565464593306315,ibm_osaka
session_8_0_ibm_brisbane,0.00026281158367489336,0.00011437835797186715,ibm_brisbane
session_8_0_ibm_kyoto,0.0002112910858511701,0.00010381131845764074,ibm_kyoto
session_8_0_ibm_osaka,0.00026655705780809447,0.00011279239026515788,ibm_osaka
session_8_1_ibm_brisbane,0.00024066928943580214,0.00011031406695928808,ibm_brisbane
session_8_1_ibm_kyoto,0.000356545261126855,0.000103157853127628,ibm_kyoto
session_8_1_ibm_osaka,0.00024441223844031524,0.00010819353277480869,ibm_osaka
session_8_2_ibm_brisbane,0.0004289718482255583,0.00017350375273896804,ibm_brisbane
session_8_2_ibm_kyoto,0.00034426464754830816,0.00012993319576189087,ibm_kyoto
session_8_2_ibm_osaka,0.0002915991465675429,0.00012374401870025452,ibm_osaka
session_8_3_ibm_brisbane,0.00035342245371803877,0.00015092120776199106,ibm_brisbane
session_8_3_ibm_kyoto,0.0003926858932135358,0.00011374920086960297,ibm_kyoto
session_8_3_ibm_osaka,0.0004282853996681148,0.00013953078561390324,ibm_osaka
session_8_4_ibm_brisbane,0.0006829980434519527,0.00013702768648112245,ibm_brisbane
session_8_4_ibm_kyoto,0.00046152809723318077,0.00011347635057187811,ibm_kyoto
session_8_4_ibm_osaka,0.00030075640746810825,0.00016245161893110917,ibm_osaka
session_8_5_ibm_brisbane,0.0005553544925475446,0.0001745578110386423,ibm_brisbane
session_8_5_ibm_kyoto,0.0003422464210989762,0.00012451695193917828,ibm_kyoto
session_8_5_ibm_osaka,0.00040026843352821296,0.0001219132785632567,ibm_osaka
session_9_0_ibm_brisbane,0.00031743831340653013,0.00014112297058732254,ibm_brisbane
session_9_0_ibm_kyoto,0.00027000472879142566,0.0001,ibm_kyoto
session_9_0_ibm_osaka,0.0002723220214504083,0.0001,ibm_osaka
session_9_1_ibm_brisbane,0.0002330780076667619,0.00011038751025156718,ibm_brisbane
session_9_1_ibm_kyoto,0.0001830579023638405,0.0001,ibm_kyoto
session_9_1_ibm_osaka,0.00024359382866454354,0.00010180854240045155,ibm_osaka
session_9_2_ibm_brisbane,0.00025582706700569524,0.0001,ibm_brisbane
session_9_2_ibm_kyoto,0.000251302517082533,0.00010948414372552336,ibm_kyoto
session_9_2_ibm_osaka,0.00040518495792370445,0.00012351636981401717,ibm_osaka
session_9_3_ibm_brisbane,0.00026530536973680283,0.00015449011536304994,ibm_brisbane
session_9_3_ibm_kyoto,0.00033452015661134205,0.00013140480941863293,ibm_kyoto
session_9_3_ibm_osaka,0.0004256804334016715,0.00012714180743043446,ibm_osaka
session_9_4_ibm_brisbane,0.0006599555358194356,0.00011185266611506496,ibm_brisbane
session_9_4_ibm_kyoto,0.0002874594232608177,0.00012443366496372652,ibm_kyoto
session_9_4_ibm_osaka,0.0005251896957781881,0.00014933112647236605,ibm_osaka
session_9_5_ibm_brisbane,0.0003210023894448274,0.0001400155638012934,ibm_brisbane
session_9_5_ibm_kyoto,0.0002608515588161353,0.00014994957498637898,ibm_kyoto
session_9_5_ibm_osaka,0.0005491393133702755,0.0001707277111251547,ibm_osaka
