platform,session_id,time_since_calibration,calibration_interval,drift_magnitude,ler_baseline,ler_daqec,improvement_pct
google,6,8.491261659108972,12.0,0.5,0.22820112099131087,0.2526476226354858,-10.712700068246273
google,7,9.504411127865152,12.0,0.5,0.22452480970823827,0.2726700965050796,-21.44319234003778
google,8,11.116021620710107,12.0,0.5,0.22701086639006182,0.25617711268561316,-12.847951624234756
google,9,3.065687085086536,12.0,0.5,0.21141387229838482,0.2317938114378382,-9.639830592899592
google,10,4.119644070511107,12.0,0.5,0.22660839480692396,0.24132472028895077,-6.49416606766289
google,11,1.17941358404279,12.0,0.5,0.20746191656994156,0.21750748341362314,-4.842125730721723
google,12,5.458504828869034,12.0,0.5,0.20014109641725453,0.23760471128913108,-18.718601797689935
google,13,2.2185202531374206,12.0,0.5,0.19893461864624845,0.21194377102819473,-6.5394110238196115
google,14,6.373485957687038,12.0,0.5,0.22637942620445414,0.2355201609540064,-4.037793938613851
google,15,4.253357575692283,12.0,0.5,0.22116794576052165,0.2425744008330665,-9.678823483636066
google,16,4.932732847666953,12.0,0.5,0.21478653954704505,0.23363830042729902,-8.776975000393284
google,17,5.952724185213474,12.0,0.5,0.201042512618874,0.22881206727184622,-13.812777353024991
google,18,3.0753666937200657,12.0,0.5,0.2068564168061207,0.22000874942944773,-6.358194165015553
google,19,3.8781921236186334,12.0,0.5,0.21435647801168092,0.22452800766095887,-4.74514684306563
google,20,10.52792121848463,12.0,0.5,0.22988326374559223,0.25057199174420364,-8.999666901156953
google,21,10.153021167370595,12.0,0.5,0.2250147727045671,0.2499549330774391,-11.083787998940478
google,22,0.5775212709609203,12.0,0.5,0.21116553786949485,0.22626859546753805,-7.152235990030361
google,23,7.147110151885462,12.0,0.5,0.2252955565369492,0.243665860289042,-8.153868649016173
google,24,3.640516570540924,12.0,0.5,0.22868962236406176,0.24448312921964535,-6.90608812604586
google,25,2.333400688006412,12.0,0.5,0.2305852344098464,0.23687852610407784,-2.729269161721612
google,26,8.23071103879895,12.0,0.5,0.21559762852483721,0.22652675179609236,-5.06922239638461
google,27,7.329321389965805,12.0,0.5,0.23571564165723455,0.26556134725905106,-12.661741661258352
google,28,4.203030302680937,12.0,0.5,0.2300861247772264,0.24220367682887928,-5.266528811063821
google,29,3.801990854288874,12.0,0.5,0.204726536518162,0.21445945137273345,-4.754105168827496
google,30,9.982754383646038,12.0,0.5,0.24492498649781247,0.2715706815613141,-10.879124847370198
google,31,6.419551408693046,12.0,0.5,0.24129974822889216,0.2648187612734174,-9.746803806117354
google,32,6.142775789503561,12.0,0.5,0.21869033230570475,0.2476046346239561,-13.221573177653033
google,33,10.326446870844375,12.0,0.5,0.23171366256283554,0.25837721362840077,-11.507112170537063
google,34,10.657328038803085,12.0,0.5,0.27044961384281185,0.27883610918920293,-3.1009455799280214
google,35,4.017031494858301,12.0,0.5,0.21733525287350258,0.23697109163078095,-9.034815336059252
google,36,9.04454675675012,12.0,0.5,0.24104043743206943,0.261513940213828,-8.493804193136047
google,37,9.584352814845621,12.0,0.5,0.19549119192846703,0.20198995915857704,-3.3243273858026265
google,38,6.009390307706788,12.0,0.5,0.2542822628436795,0.2691393213629303,-5.842742766680582
google,39,3.2384276528754032,12.0,0.5,0.20557546091659462,0.22170175555622892,-7.844464785695901
google,40,11.197277307378839,12.0,0.5,0.24223132304535366,0.2610056471315227,-7.750576535741356
google,41,7.486790548024558,12.0,0.5,0.24362744532914443,0.2616324669392877,-7.390391335351491
google,42,7.963701090829387,12.0,0.5,0.21805775626442334,0.2443981461356485,-12.079547328407811
google,43,2.9078192098968567,12.0,0.5,0.21520044263289728,0.2277380329388201,-5.826005816963051
google,44,3.578938101104744,12.0,0.5,0.20933798394810121,0.22002058302553062,-5.103039054812827
google,45,1.8316529196029512,12.0,0.5,0.217282028211492,0.2431043151621562,-11.884225843809777
google,46,11.650512419925796,12.0,0.5,0.2584234030923753,0.26863340730551954,-3.950882192157565
google,47,6.340096561826873,12.0,0.5,0.21143373590623343,0.23100561399004904,-9.256743253354488
google,48,3.097207571862894,12.0,0.5,0.20717819356052317,0.21040745315964746,-1.5586870141238698
google,49,11.825893370197832,12.0,0.5,0.22843587328008733,0.25016216630018,-9.510893673627994
google,50,3.5579962644128655,12.0,0.5,0.21956453785218352,0.2317403856282298,-5.545452783565334
google,51,5.09673757770129,12.0,0.5,0.24025314313806392,0.2554073772183841,-6.307611164783646
google,52,3.686892112122839,12.0,0.5,0.2322933193130326,0.24418140019042772,-5.117702442994087
google,53,8.278339374945165,12.0,0.5,0.22900731994969048,0.2371824665884409,-3.569818921310623
google,54,10.636316051788784,12.0,0.5,0.2570539789343062,0.2830902484007532,-10.128716767734193
google,55,9.806824477961483,12.0,0.5,0.21790502551581142,0.23440081326968915,-7.570173159076944
google,56,9.25459905611705,12.0,0.5,0.22961324419218646,0.2699595591410724,-17.57142323859857
google,57,3.6146866805999154,12.0,0.5,0.21027034388975868,0.22720143409153457,-8.052058073701813
google,58,9.905942088430756,12.0,0.5,0.20883236147154122,0.2450798563027827,-17.35722115855168
google,59,5.0942110889895975,12.0,0.5,0.26158565421468055,0.290368557268965,-11.003242184933665
google,60,0.3416907177371633,12.0,0.5,0.22116927283103816,0.2319449536299102,-4.8721418942784585
google,61,3.591380892116422,12.0,0.5,0.1984970282667832,0.21932286791194197,-10.491763945789915
google,62,2.0513242233300244,12.0,0.5,0.20865482656638018,0.2187241896782008,-4.825847203020343
google,63,9.68992034460452,12.0,0.5,0.24664441254721706,0.27024121943153817,-9.56713620252954
google,64,10.312268941063765,12.0,0.5,0.26698396965217486,0.2991802425108695,-12.059253183117981
google,65,10.224717809703646,12.0,0.5,0.23883187283926263,0.2646030639274259,-10.790515847735133
google,66,6.760822183773328,12.0,0.5,0.21137586109229464,0.2304562632242239,-9.026764945311353
google,67,8.234897493323116,12.0,0.5,0.23410797768083588,0.26131653690034323,-11.622226414087148
google,68,8.391403153750552,12.0,0.5,0.23709183237121387,0.2696747068264058,-13.74272328545551
google,69,4.507067795598527,12.0,0.5,0.20652453106362645,0.21941577435615509,-6.241991315093257
google,70,5.232708232454042,12.0,0.5,0.23099898078302133,0.2585059452301712,-11.907829356609712
google,71,11.400198952862004,12.0,0.5,0.23906933772723,0.2567949166949313,-7.4144091986926455
google,72,1.532132810802143,12.0,0.5,0.19703874120480924,0.21668979888424658,-9.97319489521673
google,73,9.185915262348551,12.0,0.5,0.2387183647555974,0.2670474676704024,-11.867165286511842
google,74,4.96430080161901,12.0,0.5,0.2022044825774986,0.21920554767645745,-8.407857670733327
google,75,11.143721715239494,12.0,0.5,0.2176941758136993,0.2249104596734787,-3.3148722664748895
google,76,2.7715403593941286,12.0,0.5,0.21188429569049325,0.2454441419503503,-15.838760560565136
google,77,0.7034972288906118,12.0,0.5,0.20027380436125722,0.211423053845268,-5.56700339296475
google,78,2.4485726112840562,12.0,0.5,0.21202484867681404,0.24011569703219296,-13.248847260444146
google,79,7.48446854044721,12.0,0.5,0.2319796763195608,0.24433820436926196,-5.327418438448387
google,80,2.7955498523571563,12.0,0.5,0.21045375147624792,0.23536573722368256,-11.837273307169456
google,81,3.137739196694982,12.0,0.5,0.2107151550574911,0.22437826654426973,-6.484161750516144
google,82,2.7222174427704373,12.0,0.5,0.23066473389464023,0.24723736816396483,-7.184728237171447
google,83,6.867762439577986,12.0,0.5,0.21737658791055006,0.23941496600536546,-10.138340244757243
google,84,7.530959829492911,12.0,0.5,0.2173441388734231,0.24003662732525216,-10.440809938309268
google,85,6.960542090430749,12.0,0.5,0.2228601068223736,0.2559929189935917,-14.867089782751478
google,86,2.2315837464052346,12.0,0.5,0.21112374419838772,0.2152016466945526,-1.9315224403812097
google,87,1.576901738081844,12.0,0.5,0.19709648535998223,0.2141009372562095,-8.627475961922853
google,88,7.26354285150633,12.0,0.5,0.211387418242277,0.22405254328230495,-5.9914280354718645
google,89,6.657507498772013,12.0,0.5,0.23950274070384828,0.26246055311111005,-9.585615738589706
google,90,4.656346641408075,12.0,0.5,0.21537206571930484,0.2448968991024921,-13.708757115078738
google,91,9.943651700487893,12.0,0.5,0.22595157227563742,0.2503356688818849,-10.791735751456258
google,92,1.3146734773667208,12.0,0.5,0.20370564965185609,0.21808116326467192,-7.05700290462457
google,93,7.532947872725823,12.0,0.5,0.21813011706149626,0.2254565004224458,-3.358721601421069
google,94,2.3447781073509586,12.0,0.5,0.2117842272952311,0.22858585166496218,-7.933369063556038
google,95,2.561542610755685,12.0,0.5,0.22474928972067126,0.24254236834125018,-7.916856441545584
google,96,5.99520413821977,12.0,0.5,0.24044695959744147,0.24485286806972986,-1.8323826924926818
google,97,3.8883303329265146,12.0,0.5,0.24356227200911904,0.26499312402431024,-8.798921047340547
google,98,11.210680102797824,12.0,0.5,0.24442160250748116,0.2782896113784039,-13.856389338534894
google,99,0.011817316964458424,12.0,0.5,0.19221757260891434,0.200814389524192,-4.472440681981111
rigetti,0,2.0655879346672474,48.0,0.8,0.3241308352543588,0.3401248888156534,-4.934443694239514
rigetti,1,35.135709206947446,48.0,0.8,0.36338422783444985,0.403124559590139,-10.936174085627622
rigetti,2,6.4027662809274375,48.0,0.8,0.31651677132407086,0.33593219623655174,-6.134090408941422
rigetti,3,17.24692021478745,48.0,0.8,0.3424126532406401,0.3659067448114187,-6.861338606627808
rigetti,4,13.509470493843017,48.0,0.8,0.3499711980903447,0.3738109040137199,-6.811905109180158
rigetti,5,11.954068392755946,48.0,0.8,0.3194091480198286,0.3301976479722841,-3.3776427567396317
rigetti,6,33.965046636435886,48.0,0.8,0.35243279419009543,0.3815104469220376,-8.250552505695103
rigetti,7,38.01764451146061,48.0,0.8,0.34717391778543144,0.3984809012010768,-14.778467156439824
rigetti,8,44.46408648284043,48.0,0.8,0.34051388134559635,0.3740157144655407,-9.838610099405166
rigetti,9,12.262748340346144,48.0,0.8,0.3264533580489629,0.34635040301288245,-6.094912021378344
rigetti,10,16.47857628204443,48.0,0.8,0.3571376449005995,0.37458303178021196,-4.8847796161247405
rigetti,11,4.71765433617116,48.0,0.8,0.32746282844095803,0.33262110588211397,-1.575225336479978
rigetti,12,21.834019315476137,48.0,0.8,0.3125156446539171,0.3484894710708278,-11.51104817704356
rigetti,13,8.874081012549683,48.0,0.8,0.30547152479010653,0.3203601758044295,-4.873989817726267
rigetti,14,25.49394383074815,48.0,0.8,0.33952711248590467,0.35319089266994685,-4.024356135803273
rigetti,15,17.01343030276913,48.0,0.8,0.3418743403097231,0.36823246913958546,-7.7098880266893035
rigetti,16,19.730931390667813,48.0,0.8,0.3269842179116192,0.35357974092503264,-8.133580019021581
rigetti,17,23.810896740853895,48.0,0.8,0.3185901523777077,0.3407202590023981,-6.946261979389064
rigetti,18,12.301466774880263,48.0,0.8,0.3220366622863132,0.3380898013337114,-4.984879340578255
rigetti,19,15.512768494474534,48.0,0.8,0.3284199404674548,0.3394341621355778,-3.3537006469357364
rigetti,20,42.11168487393852,48.0,0.8,0.3544722199685491,0.4020265412629379,-13.415528387135133
rigetti,21,40.61208466948238,48.0,0.8,0.34664147253832106,0.37231969486890426,-7.40771787707672
rigetti,22,2.3100850838436813,48.0,0.8,0.3353812529684198,0.345454044937189,-3.0033855141323826
rigetti,23,28.58844060754185,48.0,0.8,0.340223552952066,0.3746101743520988,-10.107066692374913
rigetti,24,14.562066282163697,48.0,0.8,0.3608875848735851,0.3697194827035728,-2.4472711725678895
rigetti,25,9.333602752025648,48.0,0.8,0.3590476648389142,0.3643183177076968,-1.4679535295535908
rigetti,26,32.9228441551958,48.0,0.8,0.33840380266897246,0.34583479509592663,-2.195895072202596
rigetti,27,29.31728555986322,48.0,0.8,0.3606073345074121,0.3842563539596712,-6.558108277127408
rigetti,28,16.81212121072375,48.0,0.8,0.36119737893614984,0.3736639218447683,-3.4514488851875744
rigetti,29,15.207963417155495,48.0,0.8,0.33215612402933137,0.34542296355863944,-3.9941577377439925
rigetti,30,39.93101753458415,48.0,0.8,0.37833051178469773,0.41348954917810055,-9.293206944252834
rigetti,31,25.678205634772183,48.0,0.8,0.3674888881723263,0.3931188698941364,-6.97435556467533
rigetti,32,24.571103158014242,48.0,0.8,0.3631474095171338,0.3855809546227834,-6.177531359917674
rigetti,33,41.3057874833775,48.0,0.8,0.3714493818253865,0.39484403684029534,-6.298208089603541
rigetti,34,42.62931215521234,48.0,0.8,0.4157107444023204,0.42840018160503995,-3.0524679416125053
rigetti,35,16.068125979433205,48.0,0.8,0.3461355008774875,0.35680277182152775,-3.081819379115306
rigetti,36,36.17818702700048,48.0,0.8,0.3659767037397727,0.3897943654441275,-6.507972081548204
rigetti,37,38.337411259382485,48.0,0.8,0.30783126499803753,0.32228686846004373,-4.69595038116039
rigetti,38,24.03756123082715,48.0,0.8,0.3946054874418312,0.4138158986176629,-4.868257484296508
rigetti,39,12.953710611501613,48.0,0.8,0.31953768449334913,0.3416709880587819,-6.92666456556658
rigetti,40,44.789109229515354,48.0,0.8,0.37873663396635937,0.39388342267551407,-3.999293268921033
rigetti,41,29.947162192098233,48.0,0.8,0.3777736891328523,0.3917834346221453,-3.7085021779709444
rigetti,42,31.854804363317548,48.0,0.8,0.34498398023720217,0.37167547473363444,-7.737024333153057
rigetti,43,11.631276839587427,48.0,0.8,0.3370142964499945,0.34249313369999507,-1.625698763439114
rigetti,44,14.315752404418976,48.0,0.8,0.32843931453119873,0.34909808130539227,-6.289979871526965
rigetti,45,7.326611678411805,48.0,0.8,0.3390654642029722,0.3633064857743845,-7.149363214680313
rigetti,46,46.602049679703185,48.0,0.8,0.3928861309403516,0.42375207603893505,-7.856206332533938
rigetti,47,25.360386247307492,48.0,0.8,0.322932862578115,0.34776600464229207,-7.6898776624723775
rigetti,48,12.388830287451576,48.0,0.8,0.32866266206559924,0.34204591724050337,-4.072033948362807
rigetti,49,47.30357348079133,48.0,0.8,0.36481970719220014,0.38890827433446545,-6.602868942486868
rigetti,50,14.231985057651462,48.0,0.8,0.3416943525739826,0.36690247419832744,-7.3773890128567
rigetti,51,20.38695031080516,48.0,0.8,0.3742065014287745,0.38087258437486304,-1.7813915366613062
rigetti,52,14.747568448491355,48.0,0.8,0.35895605418623144,0.3693733116798198,-2.902098285319275
rigetti,53,33.11335749978066,48.0,0.8,0.3595125076832814,0.37564246282409597,-4.486618628307784
rigetti,54,42.545264207155135,48.0,0.8,0.38235852635808737,0.43026000493155975,-12.527896011559466
rigetti,55,39.22729791184593,48.0,0.8,0.3357999515081067,0.3467157179014504,-3.2506753929891983
rigetti,56,37.0183962244682,48.0,0.8,0.3621658572856299,0.4155541334207105,-14.741388527128557
rigetti,57,14.458746722399662,48.0,0.8,0.3301081196538146,0.350952133601625,-6.314299075608809
rigetti,58,39.62376835372302,48.0,0.8,0.33071467288225304,0.3587514716660521,-8.477639815449379
rigetti,59,20.37684435595839,48.0,0.8,0.4005252973273527,0.4321010883610279,-7.883594680379959
rigetti,60,1.3667628709486532,48.0,0.8,0.3460907802836597,0.3532691430022814,-2.0741271156481687
rigetti,61,14.365523568465688,48.0,0.8,0.3144566826080191,0.3287973667964979,-4.5604641216529425
rigetti,62,8.205296893320098,48.0,0.8,0.32454545995039547,0.33464145840450005,-3.110811796796568
rigetti,63,38.75968137841808,48.0,0.8,0.3617417229830136,0.395102327029602,-9.222216273944971
rigetti,64,41.24907576425506,48.0,0.8,0.403623482112936,0.44344479462218783,-9.865955345509255
rigetti,65,40.898871238814586,48.0,0.8,0.3739913417258694,0.4079540474438879,-9.081147590553773
rigetti,66,27.043288735093313,48.0,0.8,0.32240502133144083,0.3511236299176217,-8.907618270826301
rigetti,67,32.93958997329246,48.0,0.8,0.37010375565639636,0.39503682457745687,-6.73677814396683
rigetti,68,33.56561261500221,48.0,0.8,0.37034440471338703,0.41423496655578096,-11.851282558558227
rigetti,69,18.028271182394107,48.0,0.8,0.3271360098225932,0.3405892774867363,-4.112438637201331
rigetti,70,20.93083292981617,48.0,0.8,0.38105832885292806,0.39630050421809304,-3.9999585919161986
rigetti,71,45.600795811448016,48.0,0.8,0.3687807542648463,0.39926065388088783,-8.265046172705603
rigetti,72,6.128531243208572,48.0,0.8,0.32291452188201264,0.3369032847468232,-4.332032756929339
rigetti,73,36.743661049394206,48.0,0.8,0.3833230208841915,0.4132677606279392,-7.8118813930547875
rigetti,74,19.85720320647604,48.0,0.8,0.3209245673080006,0.32740188731902176,-2.018330994524537
rigetti,75,44.574886860957974,48.0,0.8,0.3380540480438849,0.3456243285135471,-2.2393698621468476
rigetti,76,11.086161437576514,48.0,0.8,0.3335600438726118,0.3601266890537234,-7.964576593969258
rigetti,77,2.8139889155624473,48.0,0.8,0.319532548239427,0.33137126867542155,-3.70501236923249
rigetti,78,9.794290445136225,48.0,0.8,0.33200143527188325,0.35541656740763883,-7.052720153628377
rigetti,79,29.93787416178884,48.0,0.8,0.36067152071775976,0.36864771711416106,-2.211484949110521
rigetti,80,11.182199409428625,48.0,0.8,0.34226045089451496,0.3653646328088461,-6.750467912359498
rigetti,81,12.550956786779928,48.0,0.8,0.3233177690360485,0.3358265947547717,-3.868895222188846
rigetti,82,10.88886977108175,48.0,0.8,0.3496570052557187,0.3660284956083652,-4.682157115849391
