distance,session_id,time_since_calibration,n_qubits,ler_baseline,ler_daqec,improvement_pct,platform
3,0,20.329003064561796,17,0.2904589458146275,0.2679238032089474,7.758460508929264,ibm
3,1,17.567854603473723,17,0.30216879114312817,0.2597135369853443,14.050178377843835,ibm
3,2,3.2013831404637187,17,0.21224552921207243,0.21224552921207243,0.0,ibm
3,3,8.623460107393726,17,0.29438994080517145,0.24122830615202226,18.058237488600803,ibm
3,4,6.754735246921508,17,0.24115798490198387,0.23444032140611978,2.785586178535373,ibm
3,5,5.977034196377973,17,0.235605182737103,0.21661412715984818,8.060542368648044,ibm
3,6,16.982523318217943,17,0.28522537708046014,0.26067220976489763,8.608338979822342,ibm
3,7,19.008822255730305,17,0.2750980983252386,0.2551650658159557,7.245790730882043,ibm
3,8,22.232043241420214,17,0.31673473942998903,0.238299246352389,24.763779691093024,ibm
3,9,6.131374170173072,17,0.23762869129538589,0.23133367002286914,2.6490998364720513,ibm
3,10,8.239288141022215,17,0.2363012450684581,0.2363012450684581,0.0,ibm
3,11,2.35882716808558,17,0.23685470242862924,0.22324169993143142,5.7474064722442195,ibm
3,12,10.917009657738069,17,0.2595978401651291,0.21847324394943693,15.84165576629335,ibm
3,13,4.437040506274841,17,0.214382496132348,0.2048423086357524,4.4500776270027265,ibm
3,14,12.746971915374075,17,0.2537039990406919,0.2392646320933822,5.691422682302207,ibm
3,15,8.506715151384565,17,0.24110565695736016,0.2306393244214003,4.340973442116639,ibm
3,16,9.865465695333906,17,0.23401321088873991,0.2296235698270621,1.8758090814645623,ibm
3,17,11.905448370426948,17,0.2552514726670267,0.2505779562385019,1.8309459215623711,ibm
3,18,6.150733387440131,17,0.2304083579186652,0.21528746175638122,6.562650894644067,ibm
3,19,7.756384247237267,17,0.25653423223700694,0.22459530609997758,12.450161469102344,ibm
3,20,21.05584243696926,17,0.2689623197331175,0.25752628847653397,4.251908322299995,ibm
3,21,20.30604233474119,17,0.356666677507873,0.26428464462083046,25.901503760469275,ibm
3,22,1.1550425419218406,17,0.2285421784707059,0.2285421784707059,0.0,ibm
3,23,14.294220303770924,17,0.2319494635785389,0.23066184982450313,0.5551268514142438,ibm
3,24,7.281033141081848,17,0.24567412198994157,0.24567412198994157,0.0,ibm
3,25,4.666801376012824,17,0.24289328398158247,0.24128052367544767,0.6639789621589913,ibm
3,26,16.4614220775979,17,0.21054113088066895,0.21054113088066895,0.0,ibm
3,27,14.65864277993161,17,0.27980149685526606,0.26454927839727393,5.451085369240072,ibm
3,28,8.406060605361874,17,0.2545018445028291,0.25057372534985,1.5434540997738881,ibm
3,29,7.603981708577748,17,0.21882588015648252,0.21697671472535393,0.8450396405609115,ibm
3,30,19.965508767292075,17,0.2739425284516952,0.2460967042265345,10.164841648554322,ibm
3,31,12.839102817386092,17,0.25988826404890636,0.2423990995859231,6.729493741084097,ibm
3,32,12.285551579007121,17,0.29531602422924547,0.2638053722998306,10.67014633278215,ibm
3,33,20.65289374168875,17,0.2842703322495784,0.26980170501341677,5.089742261059697,ibm
3,34,21.31465607760617,17,0.30225021891191844,0.2628221454005978,13.04484531169546,ibm
3,35,8.034062989716602,17,0.24365465148243134,0.22676599460214575,6.931391121627469,ibm
3,36,18.08909351350024,17,0.26612337207371883,0.24907899814807027,6.404688845189853,ibm
3,37,19.168705629691242,17,0.24633477488511277,0.20156904978651163,18.17271845580035,ibm
3,38,12.018780615413576,17,0.27604246789245324,0.2591147842125336,6.132275156485962,ibm
3,39,6.4768553057508065,17,0.22760094134886036,0.2192475006036442,3.67021361849828,ibm
3,40,22.394554614757677,17,0.3286798718827411,0.26675684849132447,18.839919535294246,ibm
3,41,14.973581096049116,17,0.2813012557150046,0.25829454877439606,8.178671965800739,ibm
3,42,15.927402181658774,17,0.22037651782192214,0.22037651782192214,0.0,ibm
3,43,5.815638419793713,17,0.2502658570803143,0.2340007747558089,6.499121579850846,ibm
3,44,7.157876202209488,17,0.23000101124836314,0.22935891215627432,0.2791722908537366,ibm
3,45,3.6633058392059024,17,0.24351348298794537,0.22951466915745658,5.748681205952678,ibm
3,46,23.301024839851593,17,0.28722683736041627,0.23526545937571475,18.09071132148409,ibm
3,47,12.680193123653746,17,0.27112819804610216,0.2226386750301722,17.884352629262445,ibm
3,48,6.194415143725788,17,0.22567593902539107,0.22134356728691074,1.9197313445067326,ibm
3,49,23.651786740395664,17,0.3937984178792356,0.2522355755254563,35.948047510234474,ibm
3,50,7.115992528825731,17,0.23849006277113083,0.23244031105808932,2.53668921998113,ibm
3,51,10.19347515540258,17,0.29468943618982646,0.2535805282281952,13.949908925527492,ibm
3,52,7.373784224245678,17,0.25049044279593063,0.22509546832535232,10.138101153530666,ibm
3,53,16.55667874989033,17,0.2854115337168653,0.23394111647200244,18.033755179607656,ibm
3,54,21.272632103577568,17,0.29748251553808824,0.2533221024325837,14.84470878082597,ibm
3,55,19.613648955922965,17,0.32355383617558087,0.25721291928370155,20.50382640367723,ibm
3,56,18.5091981122341,17,0.3148837150183881,0.2822917222848654,10.350485331265686,ibm
3,57,7.229373361199831,17,0.23733265221283345,0.23180453990968355,2.3292674866298784,ibm
3,58,19.81188417686151,17,0.2883452230351247,0.25421521795632973,11.836507891319375,ibm
3,59,10.188422177979195,17,0.2826506530031059,0.2826506530031059,0.0,ibm
3,60,0.6833814354743266,17,0.22174509745443094,0.22944319308666125,-3.471596766107664,ibm
3,61,7.182761784232844,17,0.24206704764708586,0.20358965218119818,15.89534628520963,ibm
3,62,4.102648446660049,17,0.23257804352754258,0.23159488694489552,0.42272115103187985,ibm
3,63,19.37984068920904,17,0.29253313030215566,0.23131265885853797,20.927705309953595,ibm
3,64,20.62453788212753,17,0.3353127666404383,0.2995415827840841,10.668005341625497,ibm
3,65,20.449435619407293,17,0.3296672724988991,0.26724750760004223,18.934170937172816,ibm
3,66,13.521644367546656,17,0.24271156322178328,0.2198461735121413,9.420807730016636,ibm
3,67,16.46979498664623,17,0.2693242729376918,0.26676761715644703,0.9492853181622575,ibm
3,68,16.782806307501104,17,0.2831026363819633,0.22927294865806533,19.014195138497662,ibm
3,69,9.014135591197054,17,0.22621743560677296,0.2222763066230304,1.7421862170665285,ibm
3,70,10.465416464908085,17,0.2741536092103695,0.2544406947962385,7.19046321181367,ibm
3,71,22.800397905724008,17,0.3033482100312175,0.27298143509756,10.010533746196305,ibm
3,72,3.064265621604286,17,0.20880688081934395,0.20880688081934395,0.0,ibm
3,73,18.371830524697103,17,0.3407189509720503,0.27539152479399964,19.173405527246285,ibm
3,74,9.92860160323802,17,0.24387883563431967,0.23051368740882955,5.480241116752863,ibm
3,75,22.287443430478987,17,0.2432625350527191,0.22746900480482465,6.492380852839394,ibm
3,76,5.543080718788257,17,0.2392889080937251,0.2298504748008638,3.9443672370992022,ibm
3,77,1.4069944577812237,17,0.21484517426105557,0.21484517426105557,0.0,ibm
3,78,4.8971452225681125,17,0.22435811890893703,0.22141408635767043,1.3122023689552913,ibm
3,79,14.96893708089442,17,0.2903838933652068,0.25594981715011045,11.858121955748315,ibm
3,80,5.5910997047143125,17,0.23352812903773817,0.2301054216966695,1.4656509925258556,ibm
3,81,6.275478393389964,17,0.22749700290879565,0.2182405841706359,4.068809091902927,ibm
3,82,5.444434885540875,17,0.24879496669264706,0.2379964763100209,4.340317059535308,ibm
3,83,13.735524879155973,17,0.26377295822977087,0.2488203143000819,5.668755444090608,ibm
3,84,15.061919658985822,17,0.2797601969418934,0.24484321248643962,12.48104084753204,ibm
3,85,13.921084180861499,17,0.2343538902249365,0.2118676324161574,9.595000871202288,ibm
3,86,4.463167492810469,17,0.22728645167195358,0.22728645167195358,0.0,ibm
3,87,3.153803476163688,17,0.20801353581520785,0.2036555522231921,2.09504808181677,ibm
3,88,14.52708570301266,17,0.2531681869043071,0.23838290368812548,5.840103133404425,ibm
3,89,13.315014997544026,17,0.2945205931322848,0.25068922098323104,14.882277562630996,ibm
3,90,9.31269328281615,17,0.2279240722048319,0.2162539907330101,5.12016188502199,ibm
3,91,19.887303400975785,17,0.26949845643776027,0.24526431555558068,8.992311571096655,ibm
3,92,2.6293469547334416,17,0.2119894523657446,0.2119894523657446,0.0,ibm
3,93,15.065895745451646,17,0.2376440623613647,0.2361918953125238,0.6110680967205161,ibm
3,94,4.689556214701917,17,0.2249788945354833,0.22362878731637625,0.600103943925335,ibm
3,95,5.12308522151137,17,0.22439104893108502,0.22439104893108502,0.0,ibm
3,96,11.99040827643954,17,0.2330541108804767,0.2293153367694201,1.6042515177833798,ibm
3,97,7.776660665853029,17,0.2889676300974942,0.24609886321631652,14.83514498378738,ibm
3,98,22.421360205595647,17,0.2959699708656418,0.27772620478894944,6.164059827871622,ibm
3,99,0.02363463392891685,17,0.2038565278288151,0.2038565278288151,0.0,ibm
5,0,1.0327939673336237,49,0.21890540118898388,0.21510279161723314,1.7371017576984773,ibm
5,1,17.567854603473723,49,0.2915277773961121,0.26372554448499086,9.536735456033425,ibm
5,2,3.2013831404637187,49,0.22654338778624378,0.223423299968713,1.3772583909951777,ibm
5,3,8.623460107393726,49,0.270252826408262,0.2334969527278097,13.600551072471077,ibm
5,4,6.754735246921508,49,0.2383309668809409,0.2264831588317856,4.971157631846441,ibm
5,5,5.977034196377973,49,0.21960894568758613,0.21533852000641146,1.9445590742235697,ibm
5,6,16.982523318217943,49,0.2624735378957625,0.23836798823081878,9.183992359076166,ibm
5,7,19.008822255730305,49,0.2833835255412203,0.26110853282371194,7.86036967920646,ibm
