drift_model,session_id,time_since_calibration,ler_baseline,ler_daqec,improvement_pct
gaussian,0,1.0327939673336237,0.20194405278521804,0.2038285075926201,-0.9331568726147742
gaussian,1,17.567854603473723,0.2229431106403802,0.22530241617695834,-1.058254516051784
gaussian,2,3.2013831404637187,0.19166853837599587,0.20513607339224954,-7.026471391895536
gaussian,3,8.623460107393726,0.20927877588770757,0.22133993512022426,-5.763202303413858
gaussian,4,6.754735246921508,0.21358771030788737,0.2325178937090671,-8.862955351640704
gaussian,5,5.977034196377973,0.18786543469309505,0.18786543469309505,0.0
gaussian,6,16.982523318217943,0.2107383236079469,0.22093120159818444,-4.836746262250886
gaussian,7,19.008822255730305,0.2106596721719891,0.2303029219603423,-9.32463702512355
gaussian,8,22.232043241420214,0.20596198778782066,0.22038273937633748,-7.0016568316348256
gaussian,9,6.131374170173072,0.19980186451892987,0.21072745523471073,-5.468212592553529
gaussian,10,8.239288141022215,0.21353057896866157,0.22171968208696521,-3.8350961992687274
gaussian,11,2.35882716808558,0.1987244849445071,0.20019216642202808,-0.7385509027389537
gaussian,12,10.917009657738069,0.186752971958732,0.2029752917066457,-8.686512229373482
gaussian,13,4.437040506274841,0.18941172531680212,0.1963497863953566,-3.662952262828598
gaussian,14,12.746971915374075,0.197823182437883,0.2074706097754047,-4.876793113239414
gaussian,15,8.506715151384565,0.20840584001949525,0.21834892001009193,-4.771017928128386
gaussian,16,9.865465695333906,0.2009440977923913,0.2048565835599991,-1.947051847051538
gaussian,17,11.905448370426948,0.19235337666072702,0.2043387213596999,-6.230899039590371
gaussian,18,6.150733387440131,0.19322558418627367,0.2021735616316098,-4.630845073140045
gaussian,19,7.756384247237267,0.20092836592411348,0.20456732527742688,-1.8110729844325533
gaussian,20,21.05584243696926,0.21045414860583556,0.21705532919343798,-3.1366359994955135
gaussian,21,20.30604233474119,0.19650179362591239,0.21852016322436368,-11.205174869990485
gaussian,22,1.1550425419218406,0.2074624625717591,0.2104620049495811,-1.445824146035324
gaussian,23,14.294220303770924,0.20672073141369016,0.22041093393141614,-6.622559055448151
gaussian,24,7.281033141081848,0.21780243809858402,0.2217610236483158,-1.8175120463711238
gaussian,25,4.666801376012824,0.2169535660818061,0.22797117374352668,-5.078325219861193
gaussian,26,16.4614220775979,0.210986142538636,0.2121964685359852,-0.5736518914400036
gaussian,27,14.65864277993161,0.2146267407031722,0.23302641286077866,-8.572870322367297
gaussian,28,8.406060605361874,0.221185415483636,0.22147083119780747,-0.12903912020935168
gaussian,29,7.603981708577748,0.19947273834199514,0.20645961627000234,-3.5026730901082983
gaussian,30,19.965508767292075,0.22998203510889073,0.23902890020012296,-3.933726861295391
gaussian,31,12.839102817386092,0.22679372505739748,0.22959425294547636,-1.234834820659223
gaussian,32,12.285551579007121,0.21332305052750622,0.2210402277139779,-3.6176011768951457
gaussian,33,20.65289374168875,0.22310760015219755,0.22488986478527406,-0.7988363605097738
gaussian,34,21.31465607760617,0.2440532173633391,0.24934782660097923,-2.169448653388445
gaussian,35,8.034062989716602,0.21224859392808568,0.21969361407299312,-3.5076887941269352
gaussian,36,18.08909351350024,0.22502354778553427,0.23322429358587723,-3.6443945005075404
gaussian,37,19.168705629691242,0.18582367371676803,0.1897368909481297,-2.1058765834789126
gaussian,38,12.018780615413576,0.22757066062640027,0.22757066062640027,0.0
gaussian,39,6.4768553057508065,0.1931717965760563,0.20525842865371866,-6.256934134224698
gaussian,40,22.394554614757677,0.2223595917131577,0.22275228598947372,-0.17660325479577127
gaussian,41,14.973581096049116,0.22547530864785303,0.2373674774928776,-5.274266577719926
gaussian,42,15.927402181658774,0.20359820436988516,0.2046324648551147,-0.5079909660453337
gaussian,43,5.815638419793713,0.20190175215826206,0.21122973751115517,-4.620061615701735
gaussian,44,7.157876202209488,0.1999066429384239,0.20724548392125375,-3.671134122886752
gaussian,45,3.6633058392059024,0.20824831958461132,0.2169150948460573,-4.161750394304949
gaussian,46,23.301024839851593,0.2319687125069641,0.24338765345376628,-4.922621168774803
gaussian,47,12.680193123653746,0.19920901496877497,0.20813481843829473,-4.480622260452843
gaussian,48,6.194415143725788,0.19328847599612312,0.20411352766681123,-5.600464080903221
gaussian,49,23.651786740395664,0.22343368589479454,0.23086405309830754,-3.3255357954447615
